EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
26880,51,40,No,$59.01 ,40,Salary,"$373,201.79 ",-245,Laboratory,Prefer Not to Answer,Married,4,22,DirectDeposit,
25033,46,38,Yes,$22.18 ,40,Salary,"$54,474.03 ",175,InformationTechnology,Female,Married,5,15,Mail Check,Yes
13252,48,12,No,$56.72 ,40,Salary,"$219,248.36 ",-11,Marketing,Female,Single,4,12,Mail_Check,No
26843,47,1,Yes,$82.01 ,40,Salary,"($9,181.64)",54,Marketing,Female,Single,,1,Direct Deposit,No
15322,53,37,Yes,$36.36 ,40,Salary,"$431,780.11 ",-499,Marketing,Female,Divorced,5,14,Direct Deposit,No
18264,33,14,Yes,$34.30 ,40,Salary,"$144,289.74 ",-259,HumanResources,Female,Divorced,,24,Mail_Check,Yes
10747,45,28,Yes,$43.40 ,40,Salary,"$231,123.80 ",116,InformationTechnology,Prefer Not to Answer,Divorced,6,24,Direct Deposit,
29622,49,37,Yes,$63.18 ,40,Salary,"$349,284.49 ",51,Healthcare,Female,Divorced,4,12,Mail Check,No
28299,47,15,No,$28.85 ,40,Salary,"$353,271.11 ",438,Information Technology,Male,Single,6,15,Mail_Check,
28806,43,2,No,$85.46 ,40,Salary,"$434,609.68 ",-177,HumanResources,Male,Single,9,4,MailedCheck,No
21898,62,20,No,$92.80 ,40,Salary,"($306,644.92)",-419,Manufacturing,Female,Single,7,9,MailedCheck,No
18749,19,34,No,$82.55 ,40,Salary,"$284,297.44 ",-210,Research,Male,Divorced,8,17,Mail Check,Yes
25123,54,39,No,$28.41 ,40,Salary,"$109,491.08 ",-465,Research,Female,Married,,8,Direct_Deposit,
23055,26,30,No,$91.14 ,40,Salary,"($459,021.50)",-73,Information Technology,Prefer Not to Answer,Single,6,18,Direct Deposit,Yes
20609,51,22,Yes,$64.29 ,40,Salary,"($407,267.03)",-157,Human_Resources,Female,Divorced,1,5,Direct Deposit,
17458,48,4,No,$22.27 ,40,Salary,"($31,657.31)",185,Human Resources,Female,Married,3,18,Mail Check,No
11250,28,10,Yes,$36.33 ,40,Salary,"$7,982.97 ",465,Laboratory,Prefer Not to Answer,Single,6,21,MailedCheck,Yes
22053,26,16,No,$97.00 ,40,Salary,"($8,592.13)",-204,Marketing,Prefer Not to Answer,Married,9,9,DirectDeposit,Yes
14965,52,45,Yes,$69.48 ,40,Salary,"($371,070.22)",-129,Information Technology,Prefer Not to Answer,Single,1,24,Direct_Deposit,Yes
16757,25,34,Yes,$42.45 ,40,Salary,"$127,559.34 ",-120,Laboratory,Prefer Not to Answer,Single,2,20,MailedCheck,No
25381,51,44,No,$36.29 ,40,Salary,"$413,450.08 ",6,HumanResources,Male,Single,8,12,Mail Check,
13125,32,20,Yes,$29.91 ,40,Salary,"$423,300.27 ",198,Healthcare,Female,Married,7,19,Mailed Check,
10494,29,18,Yes,$20.53 ,40,Salary,"($424,968.85)",-34,Research,Prefer Not to Answer,Married,7,16,Direct Deposit,No
12731,57,47,Yes,$78.16 ,40,Salary,"$252,188.85 ",-314,HumanResources,Prefer Not to Answer,Single,2,5,MailedCheck,
24716,53,28,No,$62.16 ,40,Salary,"($129,838.65)",98,Human_Resources,Male,Married,3,4,Mail Check,Yes
13849,48,19,No,$90.32 ,40,Salary,"($470,265.23)",148,Manufacturing,Prefer Not to Answer,Married,,14,DirectDeposit,Yes
10621,59,44,Yes,$85.99 ,40,Salary,"$147,038.04 ",298,Laboratory,Male,Divorced,9,9,Mail_Check,
19035,54,6,Yes,$38.91 ,40,Salary,"($392,267.36)",-90,Information Technology,Prefer Not to Answer,Divorced,9,22,MailedCheck,No
19247,65,25,No,$54.20 ,40,Salary,"($171,629.60)",252,HumanResources,Female,Married,2,7,Direct_Deposit,Yes
11850,24,10,Yes,$43.38 ,40,Salary,"$54,076.46 ",-146,InformationTechnology,Female,Single,7,7,Mail_Check,Yes
26020,35,36,No,$79.43 ,40,Salary,"$5,337.95 ",483,Sales,Female,Single,2,1,Mail Check,No
25961,37,11,Yes,$78.02 ,40,Salary,"($195,261.95)",282,Information Technology,Female,Married,8,17,MailedCheck,Yes
13749,30,46,Yes,$72.60 ,40,Salary,"($218,182.54)",179,Human Resources,Male,Divorced,8,6,DirectDeposit,No
14642,51,47,No,$41.73 ,40,Salary,"($278,159.36)",-97,Healthcare,Male,Married,1,,Mail_Check,No
11880,21,34,No,$56.36 ,40,Salary,"($447,908.52)",279,Marketing,Female,Divorced,3,24,DirectDeposit,Yes
13069,19,13,No,$71.17 ,40,Salary,"$12,124.03 ",266,Manufacturing,Female,Divorced,2,11,MailedCheck,
27515,21,43,Yes,$85.68 ,40,Salary,"($417,097.64)",413,Information_Technology,Male,Single,3,7,Mail_Check,No
24998,54,31,Yes,$88.23 ,40,Salary,"($422,899.63)",-136,Research,Prefer Not to Answer,Divorced,1,4,Direct_Deposit,Yes
24686,19,32,No,$31.87 ,40,Salary,"$352,487.75 ",-469,Human_Resources,Prefer Not to Answer,Single,,,Direct Deposit,
18353,50,33,Yes,$56.68 ,40,Salary,"$431,141.29 ",-239,HumanResources,Prefer Not to Answer,Single,7,18,Mail Check,
12502,63,24,Yes,$25.12 ,40,Salary,"($87,887.18)",-363,Healthcare,Prefer Not to Answer,Divorced,5,9,MailedCheck,No
15974,33,24,No,$55.93 ,40,Salary,"($305,960.04)",489,Human_Resources,Prefer Not to Answer,Married,4,20,Direct_Deposit,
11206,26,11,No,$88.52 ,40,Salary,"$256,206.45 ",-123,Laboratory,Female,Married,,14,DirectDeposit,No
29370,45,21,No,$83.08 ,40,Salary,"($5,586.81)",-310,InformationTechnology,Female,Single,2,9,Mail_Check,Yes
22669,34,25,No,$80.99 ,40,Salary,"$226,862.85 ",-310,Research,Male,Single,5,8,Mailed Check,
26364,65,28,No,$72.21 ,40,Salary,"($74,916.79)",-48,Human Resources,Male,Married,3,25,DirectDeposit,
14720,64,3,Yes,$78.02 ,40,Salary,"($87,899.45)",-254,Manufacturing,Male,Single,6,18,MailedCheck,
22405,60,32,Yes,$31.12 ,40,Salary,"$210,791.20 ",121,Human Resources,Female,Married,,24,Mail_Check,Yes
23889,62,11,No,$48.96 ,40,Salary,"$426,815.23 ",-176,Manufacturing,Prefer Not to Answer,Divorced,7,23,Mail_Check,No
28128,21,43,Yes,$79.77 ,40,Salary,"($308,269.68)",45,Research,Female,Married,9,20,Mailed Check,No
12444,32,10,No,$96.68 ,40,Salary,"($212,725.59)",34,HumanResources,Male,Married,4,6,Mail_Check,Yes
29696,21,7,Yes,$44.34 ,40,Salary,"($35,749.54)",462,Sales,Male,Single,3,21,Mail_Check,
24222,40,32,Yes,$78.90 ,40,Salary,"$128,803.64 ",323,Sales,Female,Single,8,18,Mail_Check,Yes
21743,21,29,Yes,$34.68 ,40,Salary,"$436,951.62 ",395,Laboratory,Female,Single,9,16,Direct_Deposit,Yes
15088,50,21,Yes,$36.04 ,40,Salary,"($385,750.26)",232,Laboratory,Female,Divorced,6,7,Mailed Check,No
21316,23,41,No,$44.67 ,40,Salary,"$52,815.28 ",256,Research,Prefer Not to Answer,Divorced,6,7,Mail_Check,No
12546,47,2,No,$48.99 ,40,Salary,"$129,289.77 ",195,Sales,Male,Married,7,5,Mail_Check,No
17616,55,31,Yes,$25.76 ,40,Salary,"$66,837.37 ",20,HumanResources,Male,Married,2,3,Mail_Check,Yes
11748,28,25,Yes,$89.22 ,40,Salary,"$313,888.57 ",-89,InformationTechnology,Prefer Not to Answer,Divorced,2,15,DirectDeposit,No
15820,37,9,Yes,$87.46 ,40,Salary,"($43,245.70)",3,Sales,Prefer Not to Answer,Married,8,9,Mailed Check,
20431,31,30,No,$92.18 ,40,Salary,"($276,169.49)",-379,Marketing,Female,Divorced,3,11,Mail_Check,No
16602,45,9,Yes,$45.33 ,40,Salary,"$494,926.62 ",420,Laboratory,Female,Divorced,8,12,MailedCheck,No
24111,60,40,No,$70.87 ,40,Salary,"($447,462.81)",-419,Information_Technology,Female,Married,9,21,Mail_Check,No
22514,36,33,No,$39.73 ,40,Salary,"($240,592.01)",447,Marketing,Prefer Not to Answer,Divorced,8,11,DirectDeposit,No
11586,48,36,Yes,$59.83 ,40,Salary,"($135,107.55)",-260,Healthcare,Male,Married,3,21,Direct Deposit,
22997,35,28,No,$81.15 ,40,Salary,"($255,561.14)",-377,Marketing,Prefer Not to Answer,Married,4,6,MailedCheck,
12478,54,5,No,$35.84 ,40,Salary,"($8,334.00)",175,Laboratory,Male,Married,6,23,Direct Deposit,Yes
12621,39,12,No,$89.76 ,40,Salary,"$18,824.22 ",-279,Research,Female,Divorced,5,,DirectDeposit,
12873,21,26,No,$59.36 ,40,Salary,"($490,991.84)",-331,Information Technology,Prefer Not to Answer,Divorced,7,6,DirectDeposit,
13599,55,14,No,$30.09 ,40,Salary,"($258,555.21)",386,Research,Prefer Not to Answer,Single,2,12,Direct_Deposit,
10600,55,34,No,$99.06 ,40,Salary,"($411,206.63)",-161,Human Resources,Prefer Not to Answer,Single,2,2,MailedCheck,
11403,25,33,Yes,$57.23 ,40,Salary,"$136,889.19 ",30,Sales,Female,Married,4,11,MailedCheck,No
22819,21,35,No,$65.69 ,40,Salary,"($264,061.54)",-462,Healthcare,Prefer Not to Answer,Married,1,21,Mail_Check,No
29320,23,33,No,$26.29 ,40,Salary,"($349,446.23)",59,Information Technology,Female,Married,8,8,Mail Check,
13571,18,14,No,$69.09 ,40,Salary,"$429,202.82 ",-343,Marketing,Female,Single,9,20,Direct_Deposit,No
24805,35,16,Yes,$94.83 ,40,Salary,"($281,953.39)",146,Sales,Female,Divorced,9,20,MailedCheck,Yes
29981,19,35,No,$78.75 ,40,Salary,"$6,628.49 ",-471,Information Technology,Prefer Not to Answer,Divorced,5,17,MailedCheck,Yes
12723,39,16,No,$68.17 ,40,Salary,"($314,375.88)",-77,HumanResources,Female,Divorced,1,,MailedCheck,
21443,33,20,Yes,$66.92 ,40,Salary,"($44,533.88)",47,Marketing,Male,Single,4,13,Direct_Deposit,
16729,63,27,No,$45.14 ,40,Salary,"$139,011.38 ",-252,Human_Resources,Female,Married,4,20,DirectDeposit,No
22048,52,18,No,$80.31 ,40,Salary,"($346,692.05)",-132,Manufacturing,Male,Married,2,22,Mail_Check,Yes
16139,21,5,No,$97.55 ,40,Salary,"$93,239.46 ",-65,Human_Resources,Male,Divorced,,6,Mailed Check,No
21730,28,7,No,$96.52 ,40,Salary,"$108,554.13 ",89,HumanResources,Female,Divorced,5,24,MailedCheck,Yes
16013,55,35,No,$47.01 ,40,Salary,"$465,725.68 ",-89,Marketing,Female,Married,6,2,MailedCheck,Yes
22946,57,3,Yes,$84.89 ,40,Salary,"($190,554.76)",-137,Research,Female,Divorced,8,20,Direct Deposit,No
14085,52,20,Yes,$54.34 ,40,Salary,"$417,280.81 ",-279,InformationTechnology,Prefer Not to Answer,Divorced,6,9,MailedCheck,No
15383,61,43,Yes,$19.74 ,40,Salary,"($290,201.77)",-169,Information Technology,Prefer Not to Answer,Divorced,3,20,Mail Check,Yes
15581,41,41,Yes,$94.83 ,40,Salary,"$269,591.59 ",-102,Sales,Prefer Not to Answer,Single,4,,MailedCheck,Yes
27445,48,5,No,$37.97 ,40,Salary,"$287,534.32 ",447,Sales,Male,Single,3,23,Direct Deposit,No
14273,44,45,Yes,$20.44 ,40,Salary,"$163,558.97 ",-389,InformationTechnology,Male,Single,5,4,Direct_Deposit,
13477,61,6,Yes,$64.82 ,40,Salary,"$227,984.68 ",460,Sales,Male,Married,3,8,MailedCheck,No
11395,42,3,Yes,$65.42 ,40,Salary,"$450,977.70 ",100,InformationTechnology,Female,Divorced,2,22,DirectDeposit,
13932,36,2,Yes,$91.15 ,40,Salary,"$328,278.62 ",204,InformationTechnology,Male,Divorced,8,5,Direct Deposit,Yes
11581,36,35,Yes,$89.52 ,40,Salary,"($363,758.31)",-230,Laboratory,Male,Married,5,22,Mailed Check,
27887,38,40,No,$60.40 ,40,Salary,"($198,874.99)",287,InformationTechnology,Prefer Not to Answer,Divorced,2,11,Direct Deposit,Yes
20975,24,26,Yes,$18.63 ,40,Salary,"($478,823.58)",18,InformationTechnology,Prefer Not to Answer,Single,4,14,Direct_Deposit,Yes
22954,29,27,No,$32.24 ,40,Salary,"$401,102.56 ",325,Sales,Prefer Not to Answer,Married,8,20,Direct_Deposit,Yes
16937,35,20,Yes,$96.94 ,40,Salary,"$351,074.21 ",-85,Manufacturing,Male,Married,2,2,Mail_Check,Yes
23433,54,23,Yes,$28.38 ,40,Salary,"$77,017.59 ",414,Human Resources,Prefer Not to Answer,Divorced,8,22,DirectDeposit,Yes
27427,32,23,Yes,$76.26 ,40,Salary,"$261,656.75 ",-360,Human Resources,Female,Single,8,21,Direct_Deposit,
26880,51,40,No,$59.01 ,40,Salary,"$373,201.79 ",-245,Laboratory,Prefer Not to Answer,Married,4,22,DirectDeposit,
25033,46,38,Yes,$22.18 ,40,Salary,"$54,474.03 ",175,InformationTechnology,Female,Married,5,15,Mail Check,Yes
13252,48,12,No,$56.72 ,40,Salary,"$219,248.36 ",-11,Marketing,Female,Single,4,12,Mail_Check,No
26843,47,1,Yes,$82.01 ,40,Salary,"($9,181.64)",54,Marketing,Female,Single,,1,Direct Deposit,No
15322,53,37,Yes,$36.36 ,40,Salary,"$431,780.11 ",-499,Marketing,Female,Divorced,5,14,Direct Deposit,No
18264,33,14,Yes,$34.30 ,40,Salary,"$144,289.74 ",-259,HumanResources,Female,Divorced,,24,Mail_Check,Yes
10747,45,28,Yes,$43.40 ,40,Salary,"$231,123.80 ",116,InformationTechnology,Prefer Not to Answer,Divorced,6,24,Direct Deposit,
29622,49,37,Yes,$63.18 ,40,Salary,"$349,284.49 ",51,Healthcare,Female,Divorced,4,12,Mail Check,No
28299,47,15,No,$28.85 ,40,Salary,"$353,271.11 ",438,Information Technology,Male,Single,6,15,Mail_Check,
28806,43,2,No,$85.46 ,40,Salary,"$434,609.68 ",-177,HumanResources,Male,Single,9,4,MailedCheck,No
21898,62,20,No,$92.80 ,40,Salary,"($306,644.92)",-419,Manufacturing,Female,Single,7,9,MailedCheck,No
18749,19,34,No,$82.55 ,40,Salary,"$284,297.44 ",-210,Research,Male,Divorced,8,17,Mail Check,Yes
25123,54,39,No,$28.41 ,40,Salary,"$109,491.08 ",-465,Research,Female,Married,,8,Direct_Deposit,
23055,26,30,No,$91.14 ,40,Salary,"($459,021.50)",-73,Information Technology,Prefer Not to Answer,Single,6,18,Direct Deposit,Yes
20609,51,22,Yes,$64.29 ,40,Salary,"($407,267.03)",-157,Human_Resources,Female,Divorced,1,5,Direct Deposit,
17458,48,4,No,$22.27 ,40,Salary,"($31,657.31)",185,Human Resources,Female,Married,3,18,Mail Check,No
11250,28,10,Yes,$36.33 ,40,Salary,"$7,982.97 ",465,Laboratory,Prefer Not to Answer,Single,6,21,MailedCheck,Yes
22053,26,16,No,$97.00 ,40,Salary,"($8,592.13)",-204,Marketing,Prefer Not to Answer,Married,9,9,DirectDeposit,Yes
14965,52,45,Yes,$69.48 ,40,Salary,"($371,070.22)",-129,Information Technology,Prefer Not to Answer,Single,1,24,Direct_Deposit,Yes
16757,25,34,Yes,$42.45 ,40,Salary,"$127,559.34 ",-120,Laboratory,Prefer Not to Answer,Single,2,20,MailedCheck,No
25381,51,44,No,$36.29 ,40,Salary,"$413,450.08 ",6,HumanResources,Male,Single,8,12,Mail Check,
13125,32,20,Yes,$29.91 ,40,Salary,"$423,300.27 ",198,Healthcare,Female,Married,7,19,Mailed Check,
10494,29,18,Yes,$20.53 ,40,Salary,"($424,968.85)",-34,Research,Prefer Not to Answer,Married,7,16,Direct Deposit,No
12731,57,47,Yes,$78.16 ,40,Salary,"$252,188.85 ",-314,HumanResources,Prefer Not to Answer,Single,2,5,MailedCheck,
24716,53,28,No,$62.16 ,40,Salary,"($129,838.65)",98,Human_Resources,Male,Married,3,4,Mail Check,Yes
13849,48,19,No,$90.32 ,40,Salary,"($470,265.23)",148,Manufacturing,Prefer Not to Answer,Married,,14,DirectDeposit,Yes
10621,59,44,Yes,$85.99 ,40,Salary,"$147,038.04 ",298,Laboratory,Male,Divorced,9,9,Mail_Check,
19035,54,6,Yes,$38.91 ,40,Salary,"($392,267.36)",-90,Information Technology,Prefer Not to Answer,Divorced,9,22,MailedCheck,No
19247,65,25,No,$54.20 ,40,Salary,"($171,629.60)",252,HumanResources,Female,Married,2,7,Direct_Deposit,Yes
11850,24,10,Yes,$43.38 ,40,Salary,"$54,076.46 ",-146,InformationTechnology,Female,Single,7,7,Mail_Check,Yes
26020,35,36,No,$79.43 ,40,Salary,"$5,337.95 ",483,Sales,Female,Single,2,1,Mail Check,No
25961,37,11,Yes,$78.02 ,40,Salary,"($195,261.95)",282,Information Technology,Female,Married,8,17,MailedCheck,Yes
13749,30,46,Yes,$72.60 ,40,Salary,"($218,182.54)",179,Human Resources,Male,Divorced,8,6,DirectDeposit,No
14642,51,47,No,$41.73 ,40,Salary,"($278,159.36)",-97,Healthcare,Male,Married,1,,Mail_Check,No
11880,21,34,No,$56.36 ,40,Salary,"($447,908.52)",279,Marketing,Female,Divorced,3,24,DirectDeposit,Yes
13069,19,13,No,$71.17 ,40,Salary,"$12,124.03 ",266,Manufacturing,Female,Divorced,2,11,MailedCheck,
27515,21,43,Yes,$85.68 ,40,Salary,"($417,097.64)",413,Information_Technology,Male,Single,3,7,Mail_Check,No
24998,54,31,Yes,$88.23 ,40,Salary,"($422,899.63)",-136,Research,Prefer Not to Answer,Divorced,1,4,Direct_Deposit,Yes
24686,19,32,No,$31.87 ,40,Salary,"$352,487.75 ",-469,Human_Resources,Prefer Not to Answer,Single,,,Direct Deposit,
18353,50,33,Yes,$56.68 ,40,Salary,"$431,141.29 ",-239,HumanResources,Prefer Not to Answer,Single,7,18,Mail Check,
12502,63,24,Yes,$25.12 ,40,Salary,"($87,887.18)",-363,Healthcare,Prefer Not to Answer,Divorced,5,9,MailedCheck,No
15974,33,24,No,$55.93 ,40,Salary,"($305,960.04)",489,Human_Resources,Prefer Not to Answer,Married,4,20,Direct_Deposit,
11206,26,11,No,$88.52 ,40,Salary,"$256,206.45 ",-123,Laboratory,Female,Married,,14,DirectDeposit,No
29370,45,21,No,$83.08 ,40,Salary,"($5,586.81)",-310,InformationTechnology,Female,Single,2,9,Mail_Check,Yes
22669,34,25,No,$80.99 ,40,Salary,"$226,862.85 ",-310,Research,Male,Single,5,8,Mailed Check,
26364,65,28,No,$72.21 ,40,Salary,"($74,916.79)",-48,Human Resources,Male,Married,3,25,DirectDeposit,
14720,64,3,Yes,$78.02 ,40,Salary,"($87,899.45)",-254,Manufacturing,Male,Single,6,18,MailedCheck,
22405,60,32,Yes,$31.12 ,40,Salary,"$210,791.20 ",121,Human Resources,Female,Married,,24,Mail_Check,Yes
23889,62,11,No,$48.96 ,40,Salary,"$426,815.23 ",-176,Manufacturing,Prefer Not to Answer,Divorced,7,23,Mail_Check,No
28128,21,43,Yes,$79.77 ,40,Salary,"($308,269.68)",45,Research,Female,Married,9,20,Mailed Check,No
12444,32,10,No,$96.68 ,40,Salary,"($212,725.59)",34,HumanResources,Male,Married,4,6,Mail_Check,Yes
29696,21,7,Yes,$44.34 ,40,Salary,"($35,749.54)",462,Sales,Male,Single,3,21,Mail_Check,
24222,40,32,Yes,$78.90 ,40,Salary,"$128,803.64 ",323,Sales,Female,Single,8,18,Mail_Check,Yes
21743,21,29,Yes,$34.68 ,40,Salary,"$436,951.62 ",395,Laboratory,Female,Single,9,16,Direct_Deposit,Yes
15088,50,21,Yes,$36.04 ,40,Salary,"($385,750.26)",232,Laboratory,Female,Divorced,6,7,Mailed Check,No
21316,23,41,No,$44.67 ,40,Salary,"$52,815.28 ",256,Research,Prefer Not to Answer,Divorced,6,7,Mail_Check,No
12546,47,2,No,$48.99 ,40,Salary,"$129,289.77 ",195,Sales,Male,Married,7,5,Mail_Check,No
17616,55,31,Yes,$25.76 ,40,Salary,"$66,837.37 ",20,HumanResources,Male,Married,2,3,Mail_Check,Yes
11748,28,25,Yes,$89.22 ,40,Salary,"$313,888.57 ",-89,InformationTechnology,Prefer Not to Answer,Divorced,2,15,DirectDeposit,No
15820,37,9,Yes,$87.46 ,40,Salary,"($43,245.70)",3,Sales,Prefer Not to Answer,Married,8,9,Mailed Check,
20431,31,30,No,$92.18 ,40,Salary,"($276,169.49)",-379,Marketing,Female,Divorced,3,11,Mail_Check,No
16602,45,9,Yes,$45.33 ,40,Salary,"$494,926.62 ",420,Laboratory,Female,Divorced,8,12,MailedCheck,No
24111,60,40,No,$70.87 ,40,Salary,"($447,462.81)",-419,Information_Technology,Female,Married,9,21,Mail_Check,No
22514,36,33,No,$39.73 ,40,Salary,"($240,592.01)",447,Marketing,Prefer Not to Answer,Divorced,8,11,DirectDeposit,No
11586,48,36,Yes,$59.83 ,40,Salary,"($135,107.55)",-260,Healthcare,Male,Married,3,21,Direct Deposit,
22997,35,28,No,$81.15 ,40,Salary,"($255,561.14)",-377,Marketing,Prefer Not to Answer,Married,4,6,MailedCheck,
12478,54,5,No,$35.84 ,40,Salary,"($8,334.00)",175,Laboratory,Male,Married,6,23,Direct Deposit,Yes
12621,39,12,No,$89.76 ,40,Salary,"$18,824.22 ",-279,Research,Female,Divorced,5,,DirectDeposit,
12873,21,26,No,$59.36 ,40,Salary,"($490,991.84)",-331,Information Technology,Prefer Not to Answer,Divorced,7,6,DirectDeposit,
13599,55,14,No,$30.09 ,40,Salary,"($258,555.21)",386,Research,Prefer Not to Answer,Single,2,12,Direct_Deposit,
10600,55,34,No,$99.06 ,40,Salary,"($411,206.63)",-161,Human Resources,Prefer Not to Answer,Single,2,2,MailedCheck,
11403,25,33,Yes,$57.23 ,40,Salary,"$136,889.19 ",30,Sales,Female,Married,4,11,MailedCheck,No
22819,21,35,No,$65.69 ,40,Salary,"($264,061.54)",-462,Healthcare,Prefer Not to Answer,Married,1,21,Mail_Check,No
29320,23,33,No,$26.29 ,40,Salary,"($349,446.23)",59,Information Technology,Female,Married,8,8,Mail Check,
13571,18,14,No,$69.09 ,40,Salary,"$429,202.82 ",-343,Marketing,Female,Single,9,20,Direct_Deposit,No
24805,35,16,Yes,$94.83 ,40,Salary,"($281,953.39)",146,Sales,Female,Divorced,9,20,MailedCheck,Yes
29981,19,35,No,$78.75 ,40,Salary,"$6,628.49 ",-471,Information Technology,Prefer Not to Answer,Divorced,5,17,MailedCheck,Yes
12723,39,16,No,$68.17 ,40,Salary,"($314,375.88)",-77,HumanResources,Female,Divorced,1,,MailedCheck,
21443,33,20,Yes,$66.92 ,40,Salary,"($44,533.88)",47,Marketing,Male,Single,4,13,Direct_Deposit,
16729,63,27,No,$45.14 ,40,Salary,"$139,011.38 ",-252,Human_Resources,Female,Married,4,20,DirectDeposit,No
22048,52,18,No,$80.31 ,40,Salary,"($346,692.05)",-132,Manufacturing,Male,Married,2,22,Mail_Check,Yes
16139,21,5,No,$97.55 ,40,Salary,"$93,239.46 ",-65,Human_Resources,Male,Divorced,,6,Mailed Check,No
21730,28,7,No,$96.52 ,40,Salary,"$108,554.13 ",89,HumanResources,Female,Divorced,5,24,MailedCheck,Yes
16013,55,35,No,$47.01 ,40,Salary,"$465,725.68 ",-89,Marketing,Female,Married,6,2,MailedCheck,Yes
22946,57,3,Yes,$84.89 ,40,Salary,"($190,554.76)",-137,Research,Female,Divorced,8,20,Direct Deposit,No
14085,52,20,Yes,$54.34 ,40,Salary,"$417,280.81 ",-279,InformationTechnology,Prefer Not to Answer,Divorced,6,9,MailedCheck,No
15383,61,43,Yes,$19.74 ,40,Salary,"($290,201.77)",-169,Information Technology,Prefer Not to Answer,Divorced,3,20,Mail Check,Yes
15581,41,41,Yes,$94.83 ,40,Salary,"$269,591.59 ",-102,Sales,Prefer Not to Answer,Single,4,,MailedCheck,Yes
27445,48,5,No,$37.97 ,40,Salary,"$287,534.32 ",447,Sales,Male,Single,3,23,Direct Deposit,No
14273,44,45,Yes,$20.44 ,40,Salary,"$163,558.97 ",-389,InformationTechnology,Male,Single,5,4,Direct_Deposit,
13477,61,6,Yes,$64.82 ,40,Salary,"$227,984.68 ",460,Sales,Male,Married,3,8,MailedCheck,No
11395,42,3,Yes,$65.42 ,40,Salary,"$450,977.70 ",100,InformationTechnology,Female,Divorced,2,22,DirectDeposit,
13932,36,2,Yes,$91.15 ,40,Salary,"$328,278.62 ",204,InformationTechnology,Male,Divorced,8,5,Direct Deposit,Yes
11581,36,35,Yes,$89.52 ,40,Salary,"($363,758.31)",-230,Laboratory,Male,Married,5,22,Mailed Check,
27887,38,40,No,$60.40 ,40,Salary,"($198,874.99)",287,InformationTechnology,Prefer Not to Answer,Divorced,2,11,Direct Deposit,Yes
20975,24,26,Yes,$18.63 ,40,Salary,"($478,823.58)",18,InformationTechnology,Prefer Not to Answer,Single,4,14,Direct_Deposit,Yes
22954,29,27,No,$32.24 ,40,Salary,"$401,102.56 ",325,Sales,Prefer Not to Answer,Married,8,20,Direct_Deposit,Yes
16937,35,20,Yes,$96.94 ,40,Salary,"$351,074.21 ",-85,Manufacturing,Male,Married,2,2,Mail_Check,Yes
23433,54,23,Yes,$28.38 ,40,Salary,"$77,017.59 ",414,Human Resources,Prefer Not to Answer,Divorced,8,22,DirectDeposit,Yes
27427,32,23,Yes,$76.26 ,40,Salary,"$261,656.75 ",-360,Human Resources,Female,Single,8,21,Direct_Deposit,
26880,51,40,No,$59.01 ,40,Salary,"$373,201.79 ",-245,Laboratory,Prefer Not to Answer,Married,4,22,DirectDeposit,
25033,46,38,Yes,$22.18 ,40,Salary,"$54,474.03 ",175,InformationTechnology,Female,Married,5,15,Mail Check,Yes
13252,48,12,No,$56.72 ,40,Salary,"$219,248.36 ",-11,Marketing,Female,Single,4,12,Mail_Check,No
26843,47,1,Yes,$82.01 ,40,Salary,"($9,181.64)",54,Marketing,Female,Single,,1,Direct Deposit,No
