,EmployeeNumber,Age,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary_Calc,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked_capped,AnnualProfessionalDevHrs_capped,PaycheckMethod,TextMessageOptIn,Tenure_Calc_capped
76,26531,35,No,67.58,40,Salary,140566.4,186,Human_Resources,Prefer Not to Answer,Single,3.0,3.0,Mailed Check,Yes,0
548,26532,45,Yes,73.28,40,Salary,152422.4,220,Human Resources,Female,Married,1.0,5.0,Mailed Check,Yes,2
1597,26533,54,Yes,34.92,40,Salary,72633.6,399,Manufacturing,Prefer Not to Answer,Divorced,1.0,10.0,Mailed Check,No,11
2624,26535,44,Yes,66.06,40,Salary,137404.80000000002,302,Healthcare,Female,Single,8.0,5.0,Direct Deposit,No,19
593,26538,26,Yes,76.72,40,Salary,159577.6,342,Manufacturing,Female,Single,2.0,7.0,Mailed Check,No,2
3522,26542,63,No,37.95,40,Salary,78936.0,204,Sales,Female,Married,15.5,1.0,Direct Deposit,Yes,13
3225,26545,40,Yes,70.78,40,Salary,147222.4,497,Human_Resources,Male,Divorced,3.0,12.0,Mailed Check,No,20
12491,26548,26,Yes,58.19,40,Salary,121035.2,260,Information_Technology,Male,Married,4.0,5.0,Direct Deposit,No,0
1251,26550,21,Yes,73.42,40,Salary,152713.6,166,Information_Technology,Prefer Not to Answer,Married,6.0,2.0,Direct Deposit,No,8
2292,26561,23,No,72.22,40,Salary,150217.6,122,Manufacturing,Prefer Not to Answer,Married,1.0,24.0,Direct Deposit,Yes,0
2146,26566,54,No,64.33,40,Salary,133806.4,435,Human Resources,Male,Divorced,3.0,22.0,Direct Deposit,No,22
5679,26572,31,No,39.03,40,Salary,81182.40000000001,37,InformationTechnology,Female,Married,8.0,8.0,Mailed Check,Yes,0
4399,26574,26,Yes,94.54,40,Salary,196643.2,433,Laboratory,Prefer Not to Answer,Divorced,8.0,9.0,Direct Deposit,Yes,0
5170,26575,50,Yes,42.54,40,Salary,88483.2,124,Marketing,Female,Single,3.0,15.0,Direct Deposit,No,25
5047,26577,20,Yes,46.73,40,Salary,97198.4,41,Marketing,Female,Divorced,6.0,3.0,Mailed Check,Yes,0
2572,26578,43,No,26.6,40,Salary,55328.0,289,Marketing,Prefer Not to Answer,Married,1.0,12.0,Direct Deposit,Yes,17
4907,26581,62,Yes,77.68,40,Salary,161574.40000000002,267,HumanResources,Male,Single,2.0,24.0,Mailed Check,Yes,33
3948,26582,45,No,36.25,40,Salary,75400.0,314,Sales,Prefer Not to Answer,Single,15.5,23.0,Mailed Check,No,16
12404,26584,55,Yes,85.05,40,Salary,176904.0,103,Laboratory,Female,Married,6.0,14.0,Direct Deposit,Yes,20
5112,26587,52,Yes,32.3,40,Salary,67184.0,63,Healthcare,Female,Single,1.0,2.0,Direct Deposit,No,8
12589,26591,34,Yes,80.35,40,Salary,167128.0,500,HumanResources,Prefer Not to Answer,Divorced,6.0,20.0,Mailed Check,No,17
12140,26593,38,No,64.46,40,Salary,134076.8,54,Information_Technology,Male,Married,1.0,5.0,Direct Deposit,No,8
2016,26594,65,Yes,64.65,40,Salary,134472.0,150,Manufacturing,Male,Single,4.0,19.0,Direct Deposit,No,6
526,26595,59,No,17.38,40,Salary,36150.399999999994,218,Human_Resources,Prefer Not to Answer,Single,3.0,25.0,Mailed Check,No,10
3580,26602,31,Yes,89.08,40,Salary,185286.4,191,Human Resources,Male,Divorced,2.0,11.0,Mailed Check,No,16
12409,26613,51,Yes,90.38,40,Salary,187990.4,51,Research,Prefer Not to Answer,Divorced,7.0,7.0,Mailed Check,No,28
785,26614,39,No,85.04,40,Salary,176883.2,232,Human_Resources,Female,Married,4.0,24.0,Mailed Check,No,0
708,26615,54,Yes,75.48,40,Salary,156998.40000000002,121,InformationTechnology,Male,Divorced,4.0,20.0,Mailed Check,No,18
4392,26616,30,No,75.82,40,Salary,157705.59999999998,387,Research,Female,Single,4.0,14.0,Direct Deposit,No,0
1218,26618,46,Yes,51.37,40,Salary,106849.59999999999,215,InformationTechnology,Male,Married,6.0,11.0,Direct Deposit,Yes,17
3181,26619,53,No,65.85,40,Salary,136968.0,32,HumanResources,Male,Divorced,1.0,23.0,Direct Deposit,Yes,25
378,26621,26,Yes,24.23,40,Salary,50398.4,39,Information_Technology,Prefer Not to Answer,Divorced,8.0,4.0,Direct Deposit,No,7
2222,26625,34,No,74.63,40,Salary,155230.4,165,InformationTechnology,Female,Divorced,6.0,3.0,Mailed Check,No,8
4774,26626,36,Yes,79.36,40,Salary,165068.80000000002,214,Sales,Female,Single,6.0,14.0,Direct Deposit,No,10
5973,26629,32,No,65.23,40,Salary,135678.40000000002,263,Marketing,Prefer Not to Answer,Married,7.0,10.0,Mailed Check,No,15
3506,26631,45,Yes,32.85,40,Salary,68328.0,270,Manufacturing,Female,Divorced,7.0,17.0,Direct Deposit,Yes,5
2998,26632,59,No,63.65,40,Salary,132392.0,205,InformationTechnology,Female,Divorced,9.0,7.0,Mailed Check,No,15
1626,26638,30,Yes,18.2,40,Salary,37856.0,340,Manufacturing,Prefer Not to Answer,Single,1.0,17.0,Direct Deposit,No,11
4887,26639,24,No,47.19,40,Salary,98155.2,55,HumanResources,Prefer Not to Answer,Married,6.0,25.0,Mailed Check,No,6
12020,26644,49,No,83.9,40,Salary,174512.0,115,HumanResources,Prefer Not to Answer,Married,4.0,14.0,Direct Deposit,No,14
3351,26647,50,No,30.46,40,Salary,63356.8,187,Information_Technology,Male,Divorced,3.0,5.0,Direct Deposit,Yes,28
2197,26651,20,Yes,64.56,40,Salary,134284.80000000002,454,HumanResources,Prefer Not to Answer,Single,4.0,16.0,Mailed Check,No,2
2072,26653,48,No,48.94,40,Salary,101795.2,283,Manufacturing,Female,Single,15.5,12.0,Direct Deposit,No,11
4688,26655,28,No,73.66,40,Salary,153212.8,358,Manufacturing,Male,Divorced,3.0,14.0,Direct Deposit,No,9
12408,26660,27,No,53.17,40,Salary,110593.6,497,HumanResources,Female,Married,5.0,19.0,Direct Deposit,No,10
4015,26663,46,No,26.91,40,Salary,55972.8,9,HumanResources,Female,Married,9.0,6.0,Direct Deposit,No,3
13117,26667,43,No,64.53,40,Salary,134222.4,318,Sales,Female,Married,4.0,21.0,Direct Deposit,Yes,2
3641,26670,41,Yes,31.54,40,Salary,65603.2,191,Manufacturing,Prefer Not to Answer,Married,6.0,10.0,Mailed Check,No,7
3747,26671,29,Yes,48.04,40,Salary,99923.2,414,Healthcare,Male,Divorced,1.0,17.0,Direct Deposit,No,6
3286,26674,22,Yes,89.52,40,Salary,186201.59999999998,36,Information_Technology,Female,Married,1.0,3.0,Direct Deposit,Yes,3
4235,26678,50,Yes,87.04,40,Salary,181043.2,250,Healthcare,Prefer Not to Answer,Divorced,15.5,5.0,Mailed Check,No,7
12149,26682,33,Yes,70.54,40,Salary,146723.2,436,Sales,Male,Single,2.0,20.0,Mailed Check,Yes,7
5613,26683,44,No,84.06,40,Salary,174844.80000000002,183,HumanResources,Prefer Not to Answer,Married,8.0,2.0,Direct Deposit,Yes,6
3318,26692,52,No,94.44,40,Salary,196435.19999999998,163,Human_Resources,Prefer Not to Answer,Single,5.0,17.0,Mailed Check,No,14
5249,26693,59,Yes,82.24,40,Salary,171059.19999999998,293,Laboratory,Prefer Not to Answer,Married,15.5,22.0,Mailed Check,No,12
3920,26694,42,Yes,25.11,40,Salary,52228.799999999996,360,Sales,Prefer Not to Answer,Married,6.0,2.0,Mailed Check,No,12
12580,26697,42,Yes,95.05,40,Salary,197704.0,19,Human_Resources,Male,Single,9.0,21.0,Mailed Check,No,13
3336,26699,64,No,55.59,40,Salary,115627.20000000001,107,Human Resources,Male,Married,1.0,1.0,Direct Deposit,No,37
2950,26713,46,No,59.18,40,Salary,123094.4,246,Research,Female,Single,2.0,17.0,Mailed Check,Yes,14
4304,26716,61,No,65.27,40,Salary,135761.59999999998,457,Laboratory,Female,Married,9.0,11.0,Direct Deposit,No,4
987,26717,50,Yes,81.0,40,Salary,168480.0,411,Manufacturing,Male,Married,2.0,4.0,Mailed Check,Yes,5
1519,26718,56,Yes,25.9,40,Salary,53872.0,190,Human_Resources,Female,Divorced,7.0,21.0,Direct Deposit,Yes,1
1767,26720,63,No,89.44,40,Salary,186035.19999999998,224,Human_Resources,Female,Divorced,6.0,22.0,Mailed Check,No,36
339,26722,35,No,39.06,40,Salary,81244.8,291,Research,Male,Married,8.0,2.0,Mailed Check,No,10
4803,26723,33,Yes,70.77,40,Salary,147201.59999999998,437,Information_Technology,Female,Married,6.0,6.0,Mailed Check,No,8
5537,26724,54,Yes,68.74,40,Salary,142979.19999999998,363,Human Resources,Prefer Not to Answer,Divorced,8.0,16.0,Direct Deposit,No,32
13129,26725,61,No,86.2,40,Salary,179296.0,418,Healthcare,Female,Married,7.0,17.0,Mailed Check,No,37
3089,26726,20,No,35.53,40,Salary,73902.40000000001,366,Information Technology,Prefer Not to Answer,Single,15.5,5.0,Direct Deposit,No,0
5765,26736,31,Yes,58.25,40,Salary,121160.0,28,HumanResources,Prefer Not to Answer,Married,5.0,22.0,Direct Deposit,Yes,10
12316,26738,50,Yes,35.16,40,Salary,73132.79999999999,498,Human Resources,Female,Married,6.0,4.0,Mailed Check,No,10
4246,26739,34,Yes,34.75,40,Salary,72280.0,318,Information Technology,Prefer Not to Answer,Single,2.0,18.0,Direct Deposit,Yes,13
4398,26743,41,Yes,74.66,40,Salary,155292.8,457,HumanResources,Prefer Not to Answer,Married,6.0,15.0,Mailed Check,Yes,1
5205,26745,38,No,19.63,40,Salary,40830.399999999994,195,Information_Technology,Prefer Not to Answer,Divorced,8.0,3.0,Mailed Check,No,11
4704,26746,29,No,47.46,40,Salary,98716.8,276,Marketing,Prefer Not to Answer,Married,8.0,3.0,Direct Deposit,No,4
12046,26749,20,No,93.19,40,Salary,193835.19999999998,304,Information Technology,Prefer Not to Answer,Married,3.0,8.0,Direct Deposit,No,2
4320,26750,37,No,30.55,40,Salary,63544.0,443,Human_Resources,Male,Single,1.0,9.0,Direct Deposit,No,12
159,26758,53,No,17.69,40,Salary,36795.200000000004,307,Marketing,Female,Divorced,4.0,24.0,Direct Deposit,No,20
924,26759,51,Yes,50.84,40,Salary,105747.20000000001,475,Human Resources,Male,Single,4.0,5.0,Direct Deposit,No,28
1656,26764,62,Yes,62.76,40,Salary,130540.8,365,InformationTechnology,Male,Married,15.5,23.0,Mailed Check,No,33
3403,26765,37,Yes,93.16,40,Salary,193772.8,19,Human Resources,Prefer Not to Answer,Divorced,3.0,39.5,Mailed Check,Yes,14
5278,26767,50,Yes,73.73,40,Salary,153358.40000000002,78,HumanResources,Male,Single,1.0,13.0,Direct Deposit,No,16
5670,26777,62,Yes,54.52,40,Salary,113401.6,177,Laboratory,Female,Married,15.5,5.0,Mailed Check,No,37
3028,26780,35,No,20.16,40,Salary,41932.799999999996,320,Human Resources,Male,Divorced,8.0,19.0,Direct Deposit,No,5
3197,26781,50,Yes,24.01,40,Salary,49940.8,397,Laboratory,Prefer Not to Answer,Married,5.0,13.0,Direct Deposit,No,8
3399,26783,63,No,56.55,40,Salary,117624.0,399,Manufacturing,Prefer Not to Answer,Single,3.0,6.0,Direct Deposit,No,31
3761,26784,49,Yes,57.16,40,Salary,118892.79999999999,104,Human_Resources,Male,Divorced,6.0,22.0,Direct Deposit,No,30
444,26793,61,Yes,52.19,40,Salary,108555.2,275,HumanResources,Male,Divorced,9.0,14.0,Mailed Check,Yes,37
900,26801,23,Yes,29.55,40,Salary,61464.0,373,HumanResources,Female,Single,7.0,18.0,Mailed Check,No,5
5119,26803,36,No,31.99,40,Salary,66539.2,434,Sales,Male,Divorced,2.0,25.0,Direct Deposit,No,3
12466,26807,28,Yes,42.4,40,Salary,88192.0,284,InformationTechnology,Male,Married,8.0,25.0,Mailed Check,No,17
1028,26814,22,No,89.03,40,Salary,185182.4,192,Information Technology,Prefer Not to Answer,Married,2.0,4.0,Mailed Check,No,0
12515,26826,43,Yes,97.03,40,Salary,201822.4,122,Information_Technology,Female,Single,8.0,23.0,Direct Deposit,No,0
4227,26835,31,Yes,17.19,40,Salary,35755.200000000004,311,Information_Technology,Prefer Not to Answer,Single,6.0,23.0,Mailed Check,No,12
2346,26839,59,Yes,53.27,40,Salary,110801.6,370,HumanResources,Prefer Not to Answer,Married,3.0,2.0,Mailed Check,Yes,23
12737,26843,47,Yes,82.01,40,Salary,170580.80000000002,54,Marketing,Female,Single,15.5,1.0,Direct Deposit,No,1
3386,26849,51,Yes,95.36,40,Salary,198348.80000000002,246,Manufacturing,Male,Single,5.0,17.0,Mailed Check,No,16
40,26852,20,Yes,49.43,40,Salary,102814.40000000001,316,InformationTechnology,Female,Divorced,2.0,16.0,Direct Deposit,Yes,0
4378,26853,49,No,58.62,40,Salary,121929.59999999999,287,Manufacturing,Prefer Not to Answer,Married,3.0,6.0,Mailed Check,No,1
3801,26854,33,Yes,90.57,40,Salary,188385.59999999998,364,Laboratory,Female,Single,3.0,7.0,Mailed Check,No,2
4025,26857,44,Yes,19.91,40,Salary,41412.799999999996,489,Human Resources,Female,Married,15.5,4.0,Mailed Check,Yes,5
1288,26858,22,Yes,50.54,40,Salary,105123.2,30,Healthcare,Female,Married,6.0,25.0,Mailed Check,No,0
83,26879,44,No,53.66,40,Salary,111612.79999999999,357,HumanResources,Male,Divorced,3.0,12.0,Mailed Check,No,7
12734,26880,51,No,59.01,40,Salary,122740.8,245,Laboratory,Prefer Not to Answer,Married,4.0,22.0,Direct Deposit,No,11
35,26882,37,No,66.53,40,Salary,138382.4,292,Human_Resources,Prefer Not to Answer,Single,4.0,20.0,Direct Deposit,Yes,12
1963,26893,51,Yes,98.25,40,Salary,204360.0,165,Human Resources,Prefer Not to Answer,Married,8.0,14.0,Direct Deposit,No,12
1540,26900,45,No,72.32,40,Salary,150425.59999999998,286,InformationTechnology,Female,Single,2.0,1.0,Mailed Check,Yes,12
4264,26901,21,No,38.02,40,Salary,79081.6,36,Human Resources,Female,Single,4.0,11.0,Mailed Check,Yes,0
15,26906,30,Yes,55.19,40,Salary,114795.2,367,HumanResources,Female,Married,8.0,5.0,Mailed Check,No,11
12560,26911,44,No,23.82,40,Salary,49545.6,428,Research,Prefer Not to Answer,Married,5.0,6.0,Direct Deposit,No,1
1478,26912,21,No,41.5,40,Salary,86320.0,187,Human Resources,Female,Divorced,1.0,24.0,Mailed Check,No,12
809,26913,46,Yes,63.23,40,Salary,131518.4,316,Manufacturing,Prefer Not to Answer,Single,4.0,20.0,Mailed Check,Yes,1
2910,26914,55,Yes,39.84,40,Salary,82867.20000000001,368,Sales,Prefer Not to Answer,Married,1.0,7.0,Mailed Check,Yes,12
1828,26917,54,No,30.87,40,Salary,64209.6,444,Manufacturing,Female,Divorced,6.0,9.0,Mailed Check,Yes,10
890,26925,48,Yes,84.57,40,Salary,175905.59999999998,55,Manufacturing,Prefer Not to Answer,Divorced,3.0,11.0,Mailed Check,No,19
5735,26927,19,No,92.55,40,Salary,192504.0,432,Research,Male,Single,9.0,6.0,Direct Deposit,Yes,0
16,26930,49,Yes,76.94,40,Salary,160035.19999999998,229,Healthcare,Female,Married,15.5,39.5,Mailed Check,Yes,7
878,26936,25,Yes,17.77,40,Salary,36961.6,283,InformationTechnology,Prefer Not to Answer,Divorced,6.0,15.0,Mailed Check,Yes,7
12160,26937,41,No,17.18,40,Salary,35734.4,111,InformationTechnology,Female,Married,7.0,8.0,Direct Deposit,No,1
4307,26943,51,No,26.78,40,Salary,55702.4,69,Human Resources,Prefer Not to Answer,Married,3.0,14.0,Direct Deposit,Yes,8
563,26954,45,No,70.86,40,Salary,147388.80000000002,473,Human_Resources,Female,Divorced,4.0,13.0,Mailed Check,No,21
2316,26955,48,Yes,45.69,40,Salary,95035.2,435,Human_Resources,Prefer Not to Answer,Divorced,7.0,25.0,Mailed Check,No,21
1793,26958,32,Yes,19.85,40,Salary,41288.0,104,HumanResources,Prefer Not to Answer,Married,7.0,12.0,Direct Deposit,No,0
3682,26962,36,No,61.7,40,Salary,128336.0,427,Manufacturing,Male,Married,15.5,4.0,Direct Deposit,No,13
4283,26964,61,Yes,84.72,40,Salary,176217.6,103,Information Technology,Male,Married,5.0,8.0,Direct Deposit,No,20
5809,26965,50,Yes,82.02,40,Salary,170601.59999999998,465,HumanResources,Male,Married,3.0,13.0,Mailed Check,Yes,19
4373,26966,51,No,81.77,40,Salary,170081.59999999998,61,Information Technology,Female,Divorced,6.0,2.0,Direct Deposit,Yes,7
1423,26968,49,No,88.88,40,Salary,184870.4,326,Information_Technology,Prefer Not to Answer,Divorced,5.0,13.0,Mailed Check,Yes,9
223,26976,48,Yes,38.87,40,Salary,80849.59999999999,251,Human_Resources,Male,Divorced,3.0,9.0,Direct Deposit,Yes,4
2023,26977,61,Yes,84.68,40,Salary,176134.40000000002,10,HumanResources,Male,Divorced,7.0,5.0,Direct Deposit,No,20
5123,26978,28,No,20.25,40,Salary,42120.0,439,Research,Prefer Not to Answer,Single,15.5,24.0,Mailed Check,No,9
488,26982,44,No,21.27,40,Salary,44241.6,68,Healthcare,Female,Single,1.0,14.0,Mailed Check,Yes,4
2258,26987,37,No,26.82,40,Salary,55785.6,244,Human_Resources,Prefer Not to Answer,Divorced,6.0,13.0,Mailed Check,No,0
320,26991,37,No,41.9,40,Salary,87152.0,498,Marketing,Female,Single,8.0,23.0,Direct Deposit,No,13
3893,26994,37,Yes,89.51,40,Salary,186180.80000000002,145,Healthcare,Prefer Not to Answer,Married,5.0,24.0,Direct Deposit,Yes,17
167,27000,24,No,95.92,40,Salary,199513.6,297,Research,Prefer Not to Answer,Married,7.0,13.0,Mailed Check,No,0
4685,27001,56,No,76.11,40,Salary,158308.80000000002,394,Healthcare,Prefer Not to Answer,Divorced,9.0,15.0,Mailed Check,Yes,32
2904,27008,41,No,87.49,40,Salary,181979.19999999998,335,Information Technology,Prefer Not to Answer,Divorced,7.0,24.0,Direct Deposit,No,23
12116,27010,37,No,41.35,40,Salary,86008.0,10,HumanResources,Prefer Not to Answer,Single,4.0,24.0,Mailed Check,No,0
2599,27019,35,Yes,41.94,40,Salary,87235.2,310,Human Resources,Female,Married,4.0,19.0,Mailed Check,No,11
1337,27021,21,Yes,78.2,40,Salary,162656.0,33,Human_Resources,Prefer Not to Answer,Single,15.5,10.0,Mailed Check,No,0
3564,27023,45,No,22.86,40,Salary,47548.799999999996,24,InformationTechnology,Male,Married,6.0,16.0,Mailed Check,Yes,6
3247,27027,36,No,77.55,40,Salary,161304.0,76,Research,Male,Single,7.0,14.0,Direct Deposit,Yes,0
119,27030,22,Yes,81.85,40,Salary,170248.0,437,Manufacturing,Male,Single,9.0,39.5,Direct Deposit,No,11
5734,27034,51,No,26.06,40,Salary,54204.799999999996,140,Sales,Female,Divorced,8.0,21.0,Direct Deposit,No,17
5430,27036,40,No,74.35,40,Salary,154648.0,152,Information_Technology,Male,Single,6.0,4.0,Mailed Check,No,6
5363,27038,42,Yes,99.06,40,Salary,206044.80000000002,165,Manufacturing,Male,Married,6.0,14.0,Direct Deposit,No,0
3560,27041,43,No,79.68,40,Salary,165734.40000000002,457,Healthcare,Prefer Not to Answer,Married,2.0,9.0,Direct Deposit,Yes,9
133,27042,62,No,73.2,40,Salary,152256.0,237,Marketing,Prefer Not to Answer,Married,7.0,14.0,Direct Deposit,Yes,6
12339,27043,24,Yes,77.52,40,Salary,161241.59999999998,213,Information Technology,Male,Married,5.0,8.0,Mailed Check,No,0
5667,27047,45,No,41.16,40,Salary,85612.79999999999,200,Research,Female,Married,6.0,20.0,Mailed Check,No,23
1814,27048,48,Yes,74.43,40,Salary,154814.40000000002,22,Human_Resources,Prefer Not to Answer,Divorced,5.0,1.0,Mailed Check,No,13
5323,27052,52,Yes,80.87,40,Salary,168209.6,117,InformationTechnology,Prefer Not to Answer,Divorced,9.0,9.0,Mailed Check,No,15
4536,27054,45,No,28.28,40,Salary,58822.4,332,Human Resources,Female,Married,9.0,13.0,Mailed Check,Yes,19
5544,27055,37,Yes,83.61,40,Salary,173908.80000000002,4,Healthcare,Male,Married,7.0,3.0,Mailed Check,No,17
3721,27057,20,No,43.33,40,Salary,90126.4,291,Manufacturing,Male,Married,6.0,19.0,Direct Deposit,Yes,14
4467,27060,38,Yes,50.47,40,Salary,104977.59999999999,198,Human_Resources,Female,Single,8.0,3.0,Direct Deposit,No,14
1300,27062,65,No,42.01,40,Salary,87380.79999999999,450,Information Technology,Female,Divorced,8.0,23.0,Mailed Check,No,18
3915,27064,45,Yes,25.46,40,Salary,52956.8,449,Information Technology,Female,Divorced,5.0,18.0,Mailed Check,Yes,15
13110,27071,64,Yes,67.55,40,Salary,140504.0,417,InformationTechnology,Male,Married,15.5,2.0,Mailed Check,Yes,31
3998,27074,48,Yes,90.04,40,Salary,187283.2,490,Information Technology,Prefer Not to Answer,Married,5.0,20.0,Mailed Check,No,17
3154,27076,58,Yes,22.83,40,Salary,47486.399999999994,90,Human Resources,Male,Single,6.0,39.5,Mailed Check,No,37
2852,27078,55,No,48.77,40,Salary,101441.6,190,Marketing,Male,Single,15.5,11.0,Mailed Check,Yes,28
615,27085,55,No,21.56,40,Salary,44844.799999999996,14,Manufacturing,Male,Married,4.0,22.0,Direct Deposit,Yes,15
1611,27086,55,No,37.2,40,Salary,77376.0,500,Research,Female,Married,2.0,7.0,Direct Deposit,No,30
12569,27089,59,Yes,91.46,40,Salary,190236.8,323,HumanResources,Prefer Not to Answer,Married,3.0,20.0,Direct Deposit,No,12
5755,27091,38,Yes,93.37,40,Salary,194209.6,384,Information_Technology,Female,Married,8.0,6.0,Direct Deposit,No,14
1851,27095,20,Yes,53.88,40,Salary,112070.40000000001,14,Marketing,Prefer Not to Answer,Divorced,9.0,7.0,Mailed Check,No,2
5883,27096,23,No,45.01,40,Salary,93620.79999999999,493,HumanResources,Female,Married,3.0,18.0,Direct Deposit,No,17
801,27097,20,No,25.71,40,Salary,53476.8,433,Human Resources,Prefer Not to Answer,Married,4.0,2.0,Direct Deposit,Yes,0
5309,27101,25,Yes,76.94,40,Salary,160035.19999999998,447,Marketing,Male,Married,6.0,6.0,Mailed Check,No,0
480,27105,23,Yes,39.7,40,Salary,82576.0,123,Marketing,Prefer Not to Answer,Divorced,6.0,1.0,Direct Deposit,No,0
3829,27106,60,Yes,58.0,40,Salary,120640.0,61,Laboratory,Female,Divorced,1.0,18.0,Mailed Check,Yes,7
2106,27107,51,Yes,22.08,40,Salary,45926.399999999994,498,Research,Prefer Not to Answer,Single,15.5,9.0,Mailed Check,No,15
12238,27109,37,No,30.27,40,Salary,62961.6,318,Marketing,Prefer Not to Answer,Divorced,6.0,16.0,Direct Deposit,Yes,1
3880,27126,51,No,41.59,40,Salary,86507.20000000001,120,HumanResources,Female,Single,5.0,11.0,Direct Deposit,No,33
4213,27127,47,No,79.23,40,Salary,164798.40000000002,350,Marketing,Prefer Not to Answer,Single,8.0,1.0,Mailed Check,No,18
5974,27128,50,No,17.53,40,Salary,36462.4,192,Information_Technology,Prefer Not to Answer,Single,3.0,24.0,Mailed Check,Yes,20
2847,27130,41,No,45.4,40,Salary,94432.0,74,Human_Resources,Prefer Not to Answer,Married,7.0,13.0,Mailed Check,No,0
887,27135,63,Yes,30.08,40,Salary,62566.399999999994,335,Healthcare,Male,Married,3.0,9.0,Direct Deposit,No,37
762,27141,46,Yes,67.78,40,Salary,140982.4,212,Research,Male,Married,9.0,13.0,Mailed Check,Yes,0
830,27142,64,No,60.17,40,Salary,125153.6,420,InformationTechnology,Female,Single,7.0,22.0,Mailed Check,Yes,9
26,27143,30,No,44.91,40,Salary,93412.79999999999,408,Human_Resources,Female,Single,4.0,8.0,Mailed Check,No,0
3739,27152,26,Yes,80.73,40,Salary,167918.40000000002,287,InformationTechnology,Female,Single,5.0,12.0,Mailed Check,Yes,7
3763,27154,52,No,36.83,40,Salary,76606.4,118,Information Technology,Male,Single,8.0,23.0,Direct Deposit,Yes,16
4792,27156,56,No,74.78,40,Salary,155542.4,346,Marketing,Female,Divorced,15.5,2.0,Mailed Check,No,14
3609,27165,47,No,68.99,40,Salary,143499.19999999998,394,Human_Resources,Female,Married,2.0,10.0,Mailed Check,Yes,1
