,SquareFootage_capped,BackyardSpace_capped,CrimeRate_capped,AgeOfHome_capped,DistanceToCityCenter_capped,EmploymentRate_capped,PropertyTaxRate_capped,SchoolRating_Encoded,Fireplace_Encoded,Garage_Encoded
7728,1580.0,341.0,39.8,3.0,7.5,94.4,1.56,2.0,1,0
1690,2032.0,682.0,24.1,19.0,5.6,99.0,1.23,2.0,0,1
3117,1850.0,474.0,3.2,6.0,2.0,92.6,1.55,2.0,1,1
8554,1650.0,320.0,36.2,64.0,3.0,94.1,1.05,2.0,1,0
5343,1359.0,1246.0,27.4,22.0,12.8,93.5,1.49,1.0,0,1
1985,1185.0,536.0,19.6,17.0,1.6,89.5,1.09,2.0,0,1
294,1942.0,1332.0,21.7,2.0,0.6,95.8,1.37,2.0,0,1
1547,1881.0,494.0,35.0,26.0,0.6,96.8,1.42,2.0,0,1
2012,1956.0,389.0,9.2,16.0,6.3,90.1,1.47,2.0,0,1
588,3170.0,1564.0,20.3,18.0,7.3,93.1,0.56,2.0,0,1
3329,1594.0,880.0,16.3,14.0,20.9,97.0,1.27,2.0,1,1
2403,2145.0,1398.0,18.8,4.0,6.9,95.5,1.39,2.0,0,1
2129,1224.0,320.0,44.5,50.0,10.3,92.5,1.88,2.0,0,1
3998,2886.0,1033.0,27.8,27.0,4.7,92.1,1.83,2.0,1,1
1574,2843.0,1154.0,1.2,21.0,5.2,98.3,1.07,2.0,0,1
3741,2287.0,1137.0,17.4,2.0,3.5,90.8,0.7,2.0,1,1
3508,997.0,761.0,41.8,5.0,9.4,90.5,0.96,2.0,1,1
8289,2449.0,534.0,27.2,44.0,4.3,99.0,1.5,2.0,1,0
2719,1383.0,387.0,10.9,40.0,0.9,90.2,1.19,2.0,0,1
4521,2994.0,861.0,0.8,9.0,10.3,92.3,1.39,2.0,0,1
6678,1214.0,534.0,26.1,17.0,16.8,90.9,1.99,2.0,0,0
5150,1410.0,200.0,14.1,37.0,3.7,94.9,1.41,2.0,0,1
2808,2188.0,1398.0,54.0,6.0,3.0,90.8,2.1,2.0,1,1
8576,2767.0,802.0,48.0,19.0,3.5,89.3,1.56,2.0,1,0
556,1488.0,223.0,60.4,74.5,3.3,94.7,1.06,2.0,0,1
6276,1078.0,200.0,52.6,16.0,3.7,93.2,1.39,2.0,0,0
7859,2262.0,1416.0,8.5,8.0,4.4,88.9,1.28,2.0,1,0
4795,2774.0,1148.0,16.1,10.0,12.5,95.6,1.29,2.0,0,1
2469,1754.0,907.0,7.6,45.0,2.7,93.9,1.27,2.0,0,1
3738,3566.625,1320.0,39.4,2.0,1.6,91.7,1.45,2.0,1,1
4286,2242.0,1041.0,13.7,7.0,1.8,91.6,1.42,2.0,1,1
8054,3342.0,864.0,11.5,19.0,4.1,98.1,2.04,2.0,1,0
5289,1267.0,200.0,2.5,5.0,0.8,86.5,1.75,2.0,0,1
1716,2077.0,303.0,35.7,5.0,11.1,94.6,1.68,2.0,0,1
2604,1896.0,734.0,7.7,24.0,1.5,87.7,1.22,2.0,0,1
8069,3151.0,1339.0,5.7,16.0,23.55,93.0,0.9,2.0,1,0
6924,2530.0,811.0,14.0,65.0,12.2,94.4,1.64,1.0,0,0
1704,1578.0,863.0,58.1,43.0,5.7,88.3,1.55,2.0,0,1
6959,1895.0,569.0,12.5,4.0,13.8,98.5,1.03,2.0,0,0
6714,1893.0,961.0,18.1,22.0,3.9,94.5,1.92,1.0,0,0
6496,2227.0,901.0,21.2,17.0,5.7,89.7,0.63,2.0,0,0
2139,1780.0,320.0,8.4,26.0,9.5,89.0,1.52,2.0,0,1
3239,2172.0,682.0,26.4,74.5,0.5,93.9,1.45,2.0,1,1
2383,1765.0,581.0,10.8,8.0,13.7,95.6,1.04,2.0,0,1
7314,1380.0,427.0,27.9,3.0,2.6,94.0,1.57,2.0,1,0
4311,1384.0,762.0,4.2,47.0,0.5,91.1,1.52,2.0,1,1
1285,1865.0,476.0,18.1,15.0,20.4,90.8,2.04,2.0,0,1
1312,2489.0,805.0,5.6,15.0,2.0,91.3,1.77,2.0,0,1
7759,2623.0,733.0,11.5,59.0,17.2,95.6,1.28,2.0,1,0
1996,3038.0,928.0,57.2,9.0,13.3,97.4,0.86,2.0,0,1
3930,1880.0,200.0,25.9,15.0,23.55,96.3,1.59,2.0,1,1
6183,1455.0,200.0,21.1,12.0,4.3,91.7,1.54,2.0,0,0
5985,1660.0,438.0,19.2,74.5,14.4,94.9,0.65,2.0,0,1
7416,1301.0,462.0,45.5,29.0,5.5,85.9,1.82,2.0,1,0
1591,1088.0,614.0,28.3,25.0,7.7,94.0,1.8,2.0,0,1
8709,2665.0,544.0,23.3,19.0,19.7,93.6,1.4,2.0,1,0
8446,1269.0,625.0,7.2,23.0,1.0,90.8,1.44,2.0,1,0
2162,3566.625,1328.0,73.6625,11.0,18.0,93.4,2.06,2.0,0,1
2396,2663.0,1297.0,18.4,0.0,11.6,98.9,1.53,2.0,0,1
317,1826.0,1058.0,34.0,74.5,7.5,89.3,1.35,2.0,0,1
6367,1527.0,230.0,40.6,6.0,2.7,99.0,1.7,2.0,0,0
8496,1324.0,292.0,34.0,22.0,3.6,99.0,1.75,2.0,1,0
3111,2146.0,922.0,40.6,3.0,0.5,90.9,0.83,2.0,1,1
5233,1970.0,664.0,10.8,8.0,0.5,88.9,2.05,2.0,0,1
7816,2155.0,895.0,15.8,74.5,4.1,91.0,1.86,2.0,1,0
5068,1796.0,789.0,10.5,4.0,2.9,96.6,2.08,2.0,0,1
4036,1584.0,374.0,27.1,10.0,13.7,95.0,1.29,2.0,1,1
795,2205.0,829.0,15.0,12.0,9.6,95.3,1.23,2.0,0,1
3020,1991.0,592.0,25.5,10.0,10.4,92.9,0.97,2.0,1,1
1711,1477.0,218.0,54.6,12.0,5.4,91.3,0.82,2.0,0,1
3387,1997.0,727.0,28.2,7.0,6.2,96.3,1.55,2.0,1,1
36,1196.0,674.0,51.1,18.0,2.3,94.0,1.35,2.0,0,1
4549,1674.0,351.0,38.8,43.0,0.5,90.4,1.28,2.0,0,1
913,2470.0,699.0,22.5,31.0,23.55,97.3,0.69,2.0,0,1
5721,1724.0,575.0,29.8,11.0,18.3,93.9,0.66,2.0,0,1
5295,1946.0,223.0,9.5,5.0,3.2,97.1,1.85,2.0,0,1
3972,1123.0,728.0,18.3,3.0,3.7,91.8,0.99,2.0,1,1
5370,1493.0,716.0,20.4,4.0,10.3,85.9,1.54,2.0,0,1
6471,1954.0,913.0,8.5,29.0,4.0,90.9,2.29,2.0,0,0
4133,1614.0,680.0,23.7,14.0,1.4,93.3,1.71,2.0,1,1
974,1903.0,700.0,3.6,2.0,1.1,92.8,1.65,2.0,0,1
7291,1609.0,519.0,18.7,15.0,9.0,90.2,0.89,2.0,1,0
983,1397.0,493.0,22.3,28.0,8.0,89.7,0.79,2.0,0,1
7825,1691.0,644.0,49.0,53.0,7.5,95.8,1.27,1.0,1,0
7988,2404.0,743.0,45.3,3.0,10.6,91.1,1.58,2.0,1,0
1418,1438.0,677.0,39.1,1.0,3.9,91.5,1.21,2.0,0,1
8098,2370.0,1545.0,10.6,1.0,5.5,92.3,1.48,2.0,1,0
1560,1743.0,646.0,31.6,5.0,3.5,90.2,1.5,2.0,0,1
4135,2389.0,1472.0,31.8,10.0,13.9,90.9,1.43,1.0,1,1
5582,1954.0,608.0,13.9,0.0,1.1,89.5,1.28,1.0,0,1
8167,1362.0,200.0,61.7,26.0,2.0,99.0,1.73,2.0,1,0
4265,2279.0,812.0,21.0,6.0,1.7,92.1,0.86,2.0,1,1
1355,840.0,200.0,6.8,74.5,0.9,95.7,2.17,1.0,0,1
8370,2409.0,1144.0,18.8,10.0,14.1,84.2,0.58,2.0,1,0
5016,2223.0,309.0,3.8,20.0,2.2,93.4,1.59,1.0,0,1
8754,1022.0,506.0,13.1,3.0,6.3,95.1,0.98,2.0,1,0
987,1390.0,200.0,8.4,20.0,22.2,94.7,0.89,2.0,0,1
2682,857.0,632.0,40.1,74.5,7.1,91.8,1.72,2.0,0,1
5047,1041.0,444.0,5.4,8.0,7.7,92.2,1.0,2.0,0,1
1640,1786.0,1299.0,63.8,17.0,5.1,94.6,1.86,2.0,0,1
1290,952.0,328.0,11.2,61.0,4.9,96.3,1.13,2.0,0,1
3681,1483.0,200.0,58.0,14.0,6.7,92.4,1.44,2.0,1,1
1380,1938.0,999.0,33.3,10.0,2.4,93.9,1.54,1.0,0,1
1933,1519.0,520.0,35.9,13.0,4.5,91.1,1.47,2.0,0,1
4675,1979.0,756.0,39.5,23.0,3.7,91.0,1.79,2.0,0,1
2376,2529.0,925.0,35.3,29.0,4.2,89.6,1.63,2.0,0,1
3160,1324.0,505.0,23.2,25.0,8.2,97.7,1.06,2.0,1,1
2030,1586.0,200.0,52.2,22.0,3.5,93.5,1.57,2.0,0,1
892,1029.0,688.0,45.2,15.0,1.6,89.0,1.6,2.0,0,1
7287,2535.0,1211.0,15.8,13.0,6.8,91.5,1.77,2.0,1,0
4876,2453.0,805.0,28.2,6.0,7.9,90.0,1.61,2.0,0,1
4069,1727.0,1152.0,17.6,54.0,10.2,98.9,1.68,2.0,1,1
4255,3045.0,1204.0,17.2,59.0,12.8,86.2,1.94,2.0,1,1
2,1527.0,641.0,32.6,59.0,3.5,91.9,1.29,2.0,0,1
8104,2295.0,839.0,27.8,36.0,6.3,93.8,1.57,2.0,1,0
8438,2617.0,986.0,17.5,5.0,15.7,94.5,1.13,2.0,1,0
2109,1955.0,200.0,19.7,40.0,4.8,99.0,1.68,2.0,0,1
849,1766.0,1257.0,26.1,12.0,12.8,95.1,1.05,2.0,0,1
2737,1423.0,229.0,31.9,16.0,1.5,96.6,1.24,2.0,0,1
2466,2306.0,200.0,10.7,2.0,0.5,95.6,1.63,2.0,0,1
1914,3048.0,1672.0,39.9,8.0,1.9,93.8,1.54,2.0,0,1
1596,2389.0,609.0,26.9,37.0,23.55,94.3,0.84,2.0,0,1
5872,1821.0,685.0,22.1,0.0,2.3,99.0,1.37,2.0,0,1
1913,700.0,200.0,7.6,13.0,7.7,87.8,1.6,2.0,0,1
5139,2112.0,815.0,36.5,9.0,23.55,97.1,1.12,2.0,0,1
8724,1606.0,573.0,14.5,11.0,23.55,92.9,1.62,2.0,1,0
5640,1757.0,1199.0,33.7,10.0,2.4,99.0,1.12,2.0,0,1
2736,1256.0,367.0,32.5,37.0,11.3,90.9,1.29,2.0,0,1
726,1534.0,1098.0,26.8,22.0,8.5,90.9,1.7,2.0,0,1
7214,2344.0,1093.0,12.8,13.0,7.2,90.2,1.12,2.0,0,0
53,1912.0,316.0,33.2,22.0,5.0,89.5,1.58,2.0,0,1
1796,1563.0,307.0,10.2,74.5,0.5,90.4,1.27,2.0,0,1
3845,1588.0,673.0,9.4,6.0,8.2,88.8,1.54,2.0,1,1
6007,2628.0,692.0,25.9,74.5,2.0,91.4,1.59,2.0,0,0
6402,783.0,223.0,33.1,1.0,8.2,92.5,1.39,2.0,0,0
2553,1897.0,566.0,34.1,3.0,0.5,91.0,1.75,2.0,0,1
2800,1191.0,200.0,15.4,1.0,2.7,94.6,0.74,2.0,1,1
936,3566.625,1582.0,31.9,1.0,10.6,93.8,1.57,2.0,0,1
8067,1433.0,1313.0,44.5,12.0,0.7,92.2,1.29,2.0,1,0
824,2908.0,1348.0,19.6,16.0,8.4,86.4,1.03,2.0,0,1
4321,2356.0,930.0,24.6,5.0,1.0,96.4,0.79,2.0,1,1
7274,1416.0,602.0,35.1,15.0,2.7,93.2,1.82,2.0,1,0
3401,1465.0,434.0,34.7,48.0,4.5,88.8,1.21,2.0,1,1
1389,2293.0,957.0,3.7,19.0,2.0,93.6,1.82,2.0,0,1
3564,1106.0,200.0,54.8,1.0,3.0,95.3,1.36,2.0,1,1
7410,2238.0,868.0,21.1,9.0,5.8,92.4,1.61,2.0,1,0
884,1358.0,200.0,5.3,3.0,1.6,94.1,0.75,2.0,0,1
5429,2415.0,891.0,23.4,23.0,0.9,86.2,1.6,2.0,0,1
5703,2857.0,1029.0,17.7,6.0,7.1,95.6,0.65,2.0,0,1
5690,3156.0,938.0,18.4,21.0,11.3,92.5,0.92,2.0,0,1
4867,1195.0,200.0,15.9,52.0,5.0,93.2,0.96,2.0,0,1
6707,1579.0,1202.0,35.9,4.0,6.1,98.3,1.28,2.0,0,0
7773,1364.0,200.0,34.3,16.0,1.1,84.8,1.14,2.0,1,0
6369,2228.0,711.0,34.0,74.5,23.55,90.6,1.75,2.0,0,0
1868,1549.0,554.0,29.8,19.0,5.0,93.8,1.48,2.0,0,1
5181,2480.0,1244.0,34.8,28.0,7.6,93.1,1.5,2.0,0,1
10,1871.0,898.0,21.2,52.0,2.9,89.9,1.28,2.0,0,1
3415,1474.0,285.0,23.0,22.0,10.1,88.4,1.68,2.0,1,1
5421,1904.0,832.0,1.5,19.0,16.2,91.2,1.03,2.0,0,1
7486,2294.0,1322.0,43.9,10.0,10.8,96.9,0.91,2.0,1,0
1463,1459.0,465.0,20.6,31.0,12.5,91.3,1.27,2.0,0,1
806,2511.0,864.0,51.0,6.0,5.0,90.6,1.53,2.0,0,1
7979,3566.625,1801.5,32.5,1.0,3.2,93.9,1.45,2.0,1,0
8116,1596.0,200.0,49.5,0.0,0.8,90.3,1.22,2.0,1,0
4068,1437.0,200.0,39.9,14.0,23.55,95.3,1.16,2.0,1,1
2108,1545.0,673.0,67.1,35.0,8.8,97.4,0.78,2.0,0,1
8225,2636.0,735.0,19.7,6.0,6.2,89.2,1.39,2.0,1,0
2041,915.0,200.0,5.7,16.0,0.9,98.2,1.31,2.0,0,1
2234,1027.0,660.0,41.1,14.0,9.8,94.9,1.36,1.0,0,1
7307,967.0,200.0,2.4,4.0,8.9,92.2,2.3,2.0,1,0
963,1983.0,899.0,20.9,2.0,9.8,91.1,1.99,2.0,0,1
7511,2407.0,1048.0,50.0,27.0,1.1,92.1,1.17,2.0,1,0
7670,2556.0,1243.0,34.3,16.0,6.9,92.5,1.73,2.0,1,0
4494,1436.0,756.0,36.4,17.0,7.8,92.2,1.15,2.0,0,1
2632,3566.625,1801.5,46.8,65.0,0.5,95.0,1.31,2.0,0,1
6094,2066.0,714.0,36.3,59.0,22.3,92.6,1.12,2.0,0,0
7092,3294.0,685.0,49.9,13.0,2.1,92.8,1.69,2.0,0,0
704,2238.0,933.0,36.2,50.0,1.3,93.3,1.68,2.0,0,1
431,1339.0,506.0,12.2,1.0,23.55,90.2,1.44,2.0,0,1
4388,1103.0,200.0,27.1,10.0,4.9,91.7,1.3,2.0,1,1
6077,2679.0,544.0,61.7,37.0,4.0,90.9,1.19,2.0,0,0
145,2050.0,498.0,25.4,1.0,5.8,90.9,1.96,2.0,0,1
6467,2203.0,843.0,20.9,2.0,6.5,87.8,1.41,2.0,0,0
2033,1496.0,344.0,8.3,11.0,10.5,97.5,2.1,2.0,0,1
375,3109.0,944.0,15.0,11.0,4.3,90.9,1.33,1.0,0,1
1165,1476.0,200.0,73.6625,53.0,4.3,99.0,1.03,2.0,0,1
3500,998.0,880.0,7.1,7.0,2.0,99.0,1.68,2.0,1,1
2050,1488.0,1105.0,30.9,24.0,6.5,96.1,1.47,2.0,0,1
3760,1103.0,586.0,27.6,12.0,3.5,86.7,1.46,2.0,1,1
2624,1608.0,967.0,41.6,34.0,0.8,94.3,1.14,2.0,0,1
4484,1792.0,798.0,50.7,12.0,8.8,92.2,1.01,1.0,0,1
4435,2316.0,671.0,36.6,4.0,11.6,91.7,1.52,2.0,1,1
7799,2627.0,715.0,31.4,2.0,9.8,89.5,1.68,2.0,1,0
8926,2529.0,684.0,64.1,26.0,1.0,89.6,1.39,2.0,1,0
7069,3012.0,1104.0,16.7,6.0,5.2,89.9,1.32,2.0,0,0
4361,1939.0,1030.0,13.0,7.0,2.0,92.1,1.58,2.0,1,1
2424,1373.0,200.0,20.8,15.0,0.6,85.2,1.3,2.0,0,1
1262,2373.0,1454.0,52.2,40.0,8.2,97.8,1.47,2.0,0,1
1771,1704.0,417.0,4.1,0.0,9.1,97.7,1.41,2.0,0,1
3511,1580.0,273.0,41.3,3.0,11.5,91.8,1.64,2.0,1,1
271,1785.0,1101.0,10.9,33.0,10.6,94.9,0.98,2.0,0,1
4792,2410.0,1192.0,18.3,50.0,0.9,92.4,1.37,2.0,0,1
4843,1673.0,345.0,48.3,45.0,14.9,97.5,1.22,2.0,0,1
244,1084.0,609.0,22.4,4.0,4.5,93.1,1.0,2.0,0,1
8855,2209.0,1411.0,18.2,2.0,0.5,95.5,1.12,2.0,1,0
4572,2292.0,1191.0,23.0,5.0,5.0,91.3,2.3449999999999998,2.0,0,1
2032,2681.0,902.0,21.1,14.0,9.4,91.4,1.51,2.0,0,1
5053,1237.0,200.0,31.3,50.0,9.1,92.7,1.98,2.0,0,1
7735,1741.0,925.0,42.8,13.0,11.2,91.5,1.16,2.0,1,0
813,1202.0,966.0,23.2,24.0,8.4,91.4,1.12,2.0,0,1
8694,914.0,744.0,45.8,16.0,5.6,90.8,1.6,2.0,1,0
6010,1658.0,944.0,23.5,22.0,0.5,88.1,1.19,2.0,0,0
3810,1474.0,787.0,41.6,52.0,7.5,93.0,1.1,2.0,1,1
5727,2003.0,814.0,8.7,13.0,8.4,90.0,1.01,2.0,0,1
8962,846.0,342.0,9.0,70.0,8.7,85.5,2.3449999999999998,2.0,1,0
7950,1415.0,361.0,16.4,5.0,13.3,99.0,1.68,2.0,1,0
1804,2009.0,702.0,37.2,3.0,4.1,96.5,2.0,2.0,0,1
8359,1775.0,632.0,28.9,4.0,8.6,84.3,1.43,2.0,1,0
4346,2326.0,1130.0,38.8,5.0,9.5,92.8,1.58,2.0,1,1
2461,2567.0,1041.0,48.1,35.0,6.3,91.7,1.24,2.0,0,1
545,1468.0,399.0,30.0,21.0,17.4,96.4,1.72,2.0,0,1
3241,2931.0,1011.0,9.4,1.0,1.3,88.1,1.19,2.0,1,1
738,2511.0,593.0,6.0,51.0,2.5,98.0,0.57,2.0,0,1
310,995.0,321.0,43.8,15.0,8.0,99.0,1.51,2.0,0,1
3521,2768.0,694.0,19.1,7.0,10.1,95.6,1.55,2.0,1,1
7037,1822.0,200.0,4.9,11.0,1.4,88.2,2.04,2.0,0,0
1131,2185.0,888.0,26.1,27.0,8.5,93.9,1.04,2.0,0,1
5545,3106.0,1392.0,27.2,57.0,1.6,95.5,1.36,2.0,0,1
492,1436.0,200.0,28.7,19.0,8.2,92.6,0.85,2.0,0,1
4111,2367.0,200.0,20.6,46.0,0.5,93.8,1.23,2.0,1,1
7328,1758.0,200.0,39.8,19.0,9.1,95.1,1.02,2.0,1,0
2769,1025.0,431.0,2.1,74.5,5.4,83.7,1.87,2.0,0,1
7564,2119.0,1214.0,24.5,19.0,2.0,90.7,1.59,1.0,1,0
920,1365.0,606.0,12.5,74.5,5.6,92.2,1.48,2.0,0,1
8816,2196.0,636.0,31.1,23.0,6.4,90.0,1.29,2.0,1,0
8194,1343.0,300.0,3.7,10.0,14.3,94.1,2.02,2.0,1,0
3587,1943.0,747.0,10.7,33.0,0.7,96.2,1.53,2.0,1,1
6640,3566.625,1688.0,39.4,23.0,12.3,92.8,1.08,2.0,0,0
3959,1094.0,472.0,33.7,21.0,14.6,89.8,1.58,2.0,1,1
38,2941.0,1268.0,30.8,25.0,10.6,96.7,1.84,2.0,0,1
4459,2065.0,733.0,9.2,15.0,1.7,93.8,1.39,2.0,1,1
7126,3566.625,1136.0,50.3,28.0,4.6,90.2,0.79,2.0,0,0
4278,1689.0,539.0,8.3,6.0,0.5,88.8,1.25,2.0,1,1
7129,2727.0,827.0,44.5,9.0,4.1,97.2,2.01,2.0,0,0
2983,3566.625,1801.5,17.4,11.0,8.4,89.6,1.67,2.0,1,1
5290,1370.0,659.0,28.1,0.0,0.5,91.7,1.39,2.0,0,1
6948,2123.0,608.0,37.8,2.0,1.2,89.9,1.23,2.0,0,0
130,3249.0,969.0,24.7,18.0,1.0,93.2,1.07,2.0,0,1
5217,1681.0,635.0,33.1,2.0,2.5,89.6,1.57,2.0,0,1
8927,1188.0,670.0,25.2,4.0,1.0,93.1,1.14,2.0,1,0
2667,1361.0,200.0,20.7,38.0,17.9,92.6,1.37,2.0,0,1
7138,2416.0,869.0,26.5,74.5,3.5,94.4,1.26,2.0,0,0
3223,2713.0,1118.0,42.8,20.0,2.4,93.0,1.41,2.0,1,1
1182,1661.0,795.0,37.0,1.0,6.5,88.5,1.45,2.0,0,1
5392,1353.0,200.0,41.2,34.0,8.3,93.9,1.16,2.0,0,1
614,1450.0,650.0,8.2,47.0,0.9,91.2,0.96,2.0,0,1
8910,3142.0,1036.0,11.3,13.0,6.5,93.9,1.85,2.0,1,0
1466,1073.0,585.0,40.8,40.0,7.7,96.7,1.64,2.0,0,1
4497,898.0,200.0,7.3,27.0,2.6,92.6,1.16,2.0,0,1
3042,3401.0,1350.0,1.4,19.0,2.8,98.1,2.12,2.0,1,1
934,1897.0,720.0,45.2,2.0,0.5,91.3,1.65,2.0,0,1
2419,2246.0,250.0,12.9,5.0,0.5,97.0,1.82,2.0,0,1
5085,1979.0,468.0,18.5,19.0,20.2,91.5,0.9,2.0,0,1
3294,1761.0,742.0,18.2,6.0,19.4,92.2,1.03,2.0,1,1
6737,3336.0,1801.5,17.0,36.0,12.9,90.7,1.21,2.0,0,0
7938,1430.0,396.0,23.5,52.0,0.5,92.4,1.95,2.0,1,0
4822,1888.0,535.0,44.1,5.0,1.4,94.4,1.86,2.0,0,1
826,2561.0,1702.0,24.2,25.0,1.0,95.3,2.05,2.0,0,1
1521,1700.0,1012.0,42.4,10.0,7.1,93.8,1.16,2.0,0,1
6831,2143.0,733.0,30.0,14.0,16.5,98.2,1.78,2.0,0,0
2930,2117.0,625.0,2.8,74.5,7.9,96.0,1.15,2.0,1,1
4232,2883.0,1253.0,4.8,29.0,6.6,97.2,2.16,2.0,1,1
628,1303.0,721.0,26.0,53.0,1.9,97.4,1.47,2.0,0,1
4430,1574.0,200.0,34.5,4.0,23.55,96.5,1.14,2.0,1,1
3853,2475.0,407.0,42.2,14.0,1.9,92.3,1.75,2.0,1,1
390,1918.0,641.0,39.9,70.0,12.6,97.0,0.6,2.0,0,1
4345,1446.0,221.0,10.8,49.0,23.55,96.8,1.51,2.0,1,1
8869,1388.0,200.0,25.4,10.0,1.7,93.6,1.68,2.0,1,0
7124,2426.0,1483.0,30.4,33.0,0.5,95.3,1.29,1.0,0,0
5913,1981.0,467.0,48.3,2.0,4.4,91.5,1.54,2.0,0,1
3990,961.0,528.0,48.5,19.0,5.7,92.0,1.54,2.0,1,1
400,2800.0,709.0,14.5,49.0,22.3,93.1,2.34,2.0,0,1
4806,1626.0,1120.0,16.3,12.0,4.5,93.7,1.44,2.0,0,1
5135,832.0,370.0,36.0,2.0,3.0,93.8,1.22,2.0,0,1
7911,1122.0,432.0,6.0,8.0,4.2,99.0,1.61,2.0,1,0
3359,883.0,200.0,14.8,5.0,4.4,95.2,1.58,2.0,1,1
46,1351.0,847.0,11.7,15.0,6.3,94.8,1.42,2.0,0,1
5657,2408.0,400.0,33.8,48.0,1.7,97.0,1.0,2.0,0,1
488,1206.0,200.0,27.3,9.0,14.6,91.0,1.82,2.0,0,1
3993,1862.0,418.0,43.2,11.0,0.6,93.8,1.44,2.0,1,1
3642,1787.0,343.0,12.8,74.5,7.8,95.6,1.1,2.0,1,1
3726,1343.0,200.0,40.6,40.0,2.0,96.1,1.34,2.0,1,1
8592,1202.0,467.0,43.9,8.0,13.6,91.1,1.47,2.0,1,0
5208,868.0,200.0,27.0,2.0,3.3,95.6,1.28,2.0,0,1
6609,1477.0,766.0,64.5,17.0,15.8,92.6,1.53,2.0,0,0
5319,2814.0,1379.0,47.7,37.0,8.2,92.9,1.67,2.0,0,1
709,1508.0,200.0,47.2,23.0,10.5,91.7,0.55,2.0,0,1
7119,1879.0,819.0,21.1,43.0,23.55,88.1,1.28,2.0,0,0
2421,1533.0,679.0,27.4,6.0,2.7,91.8,2.02,2.0,0,1
5604,2502.0,200.0,31.1,3.0,5.5,98.8,1.56,2.0,0,1
1750,2369.0,1137.0,11.3,1.0,7.3,97.5,1.79,2.0,0,1
8951,1518.0,497.0,30.0,55.0,6.7,96.6,1.35,2.0,1,0
8014,1305.0,359.0,32.7,65.0,5.2,85.5,1.77,2.0,1,0
4062,812.0,226.0,24.8,36.0,1.5,91.6,1.62,2.0,1,1
8744,2652.0,1306.0,44.6,3.0,7.8,93.2,1.48,2.0,1,0
338,847.0,200.0,20.7,8.0,9.5,92.0,0.81,2.0,0,1
215,1070.0,446.0,19.8,65.0,6.4,96.5,0.96,2.0,0,1
3663,2091.0,1266.0,73.6625,30.0,1.9,99.0,1.16,2.0,1,1
1341,2053.0,1027.0,21.8,31.0,1.3,93.8,1.76,2.0,0,1
8585,1856.0,619.0,28.3,26.0,0.9,94.1,1.02,2.0,1,0
5616,1729.0,200.0,13.5,19.0,23.55,90.1,1.3,2.0,0,1
3894,1257.0,200.0,40.3,55.0,3.0,97.9,1.24,2.0,1,1
3640,1744.0,490.0,17.9,5.0,23.55,93.0,1.95,2.0,1,1
329,1179.0,200.0,28.2,3.0,7.2,90.6,1.74,2.0,0,1
7693,2247.0,666.0,26.9,74.5,4.0,88.4,1.66,2.0,1,0
3004,1492.0,611.0,2.3,4.0,7.2,95.3,1.38,2.0,1,1
6960,1829.0,200.0,66.5,34.0,7.2,99.0,0.96,2.0,0,0
4090,980.0,200.0,31.2,16.0,0.5,96.1,1.43,2.0,1,1
3115,3183.0,1412.0,7.7,4.0,11.8,95.2,2.1,2.0,1,1
8840,2938.0,607.0,23.1,36.0,2.8,94.7,1.61,2.0,1,0
2322,1837.0,200.0,27.3,50.0,4.5,92.8,1.95,2.0,0,1
6667,2681.0,881.0,24.4,22.0,0.5,92.8,1.23,2.0,0,0
7009,2522.0,716.0,55.4,57.0,4.4,97.6,1.4,2.0,0,0
4197,3009.0,1025.0,47.2,3.0,23.0,92.8,2.04,2.0,1,1
3549,3566.625,1782.0,27.6,5.0,2.9,92.9,1.14,2.0,1,1
1458,1960.0,200.0,8.0,50.0,1.4,96.4,0.69,2.0,0,1
171,1636.0,470.0,16.2,14.0,23.55,93.6,1.31,2.0,0,1
4203,1838.0,469.0,57.7,3.0,4.3,92.0,1.04,2.0,1,1
8374,2048.0,405.0,20.5,5.0,3.9,88.8,1.17,2.0,1,0
3569,1852.0,200.0,25.3,5.0,23.55,89.8,1.69,2.0,1,1
4226,1485.0,799.0,18.6,13.0,0.7,85.3,0.93,2.0,1,1
5158,2637.0,1143.0,37.9,21.0,0.5,95.2,1.66,2.0,0,1
7982,1271.0,1110.0,42.8,40.0,14.7,98.2,1.5,2.0,1,0
6185,1146.0,482.0,18.6,8.0,5.8,92.7,1.65,2.0,0,0
8059,904.0,954.0,27.2,57.0,23.55,90.1,0.99,1.0,1,0
938,1395.0,469.0,4.1,26.0,9.3,90.7,1.71,1.0,0,1
60,1024.0,200.0,31.3,46.0,3.6,88.5,1.46,2.0,0,1
1240,3566.625,1250.0,32.2,40.0,0.5,98.5,1.88,2.0,0,1
5760,871.0,200.0,55.9,1.0,0.5,85.1,1.72,2.0,0,1
5136,2261.0,1023.0,27.8,11.0,0.5,96.0,1.16,2.0,0,1
8174,1540.0,316.0,14.5,24.0,8.4,92.5,1.41,2.0,1,0
6856,804.0,833.0,17.7,26.0,7.6,90.1,1.53,2.0,0,0
2120,2231.0,1048.0,27.1,15.0,4.4,88.8,2.04,2.0,0,1
1524,1326.0,275.0,41.8,16.0,13.7,92.7,0.88,2.0,0,1
7617,2581.0,864.0,51.8,21.0,5.6,98.1,1.16,2.0,1,0
153,1606.0,1049.0,73.0,10.0,2.3,92.1,1.74,2.0,0,1
